run,job_index,job_id,dataset_id,method,track,seed,preprocessing_profile,output_type,scib_commit,metric__ARI_cluster/label,status__ARI_cluster/label,metric__ASW_label,status__ASW_label,metric__ASW_label/batch,status__ASW_label/batch,metric__NMI_cluster/label,status__NMI_cluster/label,metric__PCR_batch,status__PCR_batch,metric__cLISI,status__cLISI,metric__cell_cycle_conservation,status__cell_cycle_conservation,metric__graph_conn,status__graph_conn,metric__hvg_overlap,status__hvg_overlap,metric__iLISI,status__iLISI,metric__isolated_label_F1,status__isolated_label_F1,metric__isolated_label_silhouette,status__isolated_label_silhouette,metric__kBET,status__kBET,metric__trajectory,status__trajectory,split_seed,model_seed,anchor_seed,split_id,heldout_batch,dimension,expected_dimension,actual_dimension
dim30,5,core__lung_atlas__hvg2000_pca40__solar_orthogonal__random_seed_40__s40__a0__l1p00,lung_atlas,solar_orthogonal,core,40,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.5237889586172819,computed,0.8468332588672638,computed,0.8108228915141834,computed,0.8063379891648317,computed,0.6609236911719689,computed,0.9999999999999996,computed,0.7099450517277467,computed,0.7536082162348109,computed,,not_applicable,1.2811520692468306,computed,0.9337979094076655,computed,0.513547083362937,computed,0.015648330424396506,computed,,not_applicable,40.0,40.0,0.0,random_seed_40,,30,30,30.0
dim30,6,core__lung_atlas__hvg2000_pca40__solar_orthogonal__random_seed_41__s41__a0__l1p00,lung_atlas,solar_orthogonal,core,41,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.5541924833867589,computed,0.8505540490150452,computed,0.8181587437927897,computed,0.8160138710330924,computed,0.6768807110369633,computed,0.9999999999999998,computed,0.7039681861691496,computed,0.8128303718179006,computed,,not_applicable,1.3939232438777975,computed,0.9439809296781884,computed,0.5135470787063241,computed,0.012287604358782067,computed,,not_applicable,41.0,41.0,0.0,random_seed_41,,30,30,30.0
dim30,7,core__lung_atlas__hvg2000_pca40__solar_orthogonal__random_seed_42__s42__a0__l1p00,lung_atlas,solar_orthogonal,core,42,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.5355442949093561,computed,0.857228010892868,computed,0.8119435580669206,computed,0.8117545637854561,computed,0.6817935525778943,computed,0.9999999999999998,computed,0.7072537653214437,computed,0.812493287944427,computed,,not_applicable,1.4557618364658187,computed,0.9467592592592593,computed,0.5135470852255821,computed,0.008007146467660431,computed,,not_applicable,42.0,42.0,0.0,random_seed_42,,30,30,30.0
dim30,8,core__lung_atlas__hvg2000_pca40__solar_orthogonal__random_seed_43__s43__a0__l1p00,lung_atlas,solar_orthogonal,core,43,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.5635330074836696,computed,0.8569839894771576,computed,0.8119369253276086,computed,0.8162982586867138,computed,0.6661770692894453,computed,0.9999999999999998,computed,0.6890708307566229,computed,0.8717173021928843,computed,,not_applicable,1.3743538918606317,computed,0.9379310344827586,computed,0.5135470824316144,computed,0.01164745700644243,computed,,not_applicable,43.0,43.0,0.0,random_seed_43,,30,30,30.0
dim30,9,core__lung_atlas__hvg2000_pca40__solar_orthogonal__random_seed_44__s44__a0__l1p00,lung_atlas,solar_orthogonal,core,44,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.5420925483341748,computed,0.847997784614563,computed,0.8142211542847013,computed,0.8141700302030497,computed,0.6774271175007417,computed,0.9999999999999996,computed,0.7083270717024145,computed,0.8134358529646804,computed,,not_applicable,1.3715186339184515,computed,0.9152542372881356,computed,0.5135470815002918,computed,0.018154625924507006,computed,,not_applicable,44.0,44.0,0.0,random_seed_44,,30,30,30.0
dim30,10,core__pancreas__hvg2000_pca40__solar_orthogonal__random_seed_40__s40__a0__l1p00,pancreas,solar_orthogonal,core,40,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.41123505663168114,computed,0.9288100302219391,computed,0.8525658450755317,computed,0.7593219499523731,computed,0.9282926004956492,computed,1.0,computed,0.32242882657182614,computed,0.9919412597298302,computed,,not_applicable,2.139687892710068,computed,0.25925925925925924,computed,0.49594214651733637,computed,0.0005081328770135674,computed,,not_applicable,40.0,40.0,0.0,random_seed_40,,30,30,30.0
dim30,11,core__pancreas__hvg2000_pca40__solar_orthogonal__random_seed_41__s41__a0__l1p00,pancreas,solar_orthogonal,core,41,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.41259701052154696,computed,0.9198397696018219,computed,0.8550725708443226,computed,0.7550015752682437,computed,0.92785258374729,computed,1.0,computed,0.3095765444335416,computed,0.9221893646199865,computed,,not_applicable,2.0863160977656046,computed,0.2692307692307693,computed,0.49594215024262667,computed,0.003097315580934623,computed,,not_applicable,41.0,41.0,0.0,random_seed_41,,30,30,30.0
dim30,12,core__pancreas__hvg2000_pca40__solar_orthogonal__random_seed_42__s42__a0__l1p00,pancreas,solar_orthogonal,core,42,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.36717300601588715,computed,0.9063403904438019,computed,0.8535087548244581,computed,0.7360421420363951,computed,0.9228815184039396,computed,1.0,computed,0.3139358188038664,computed,0.7883461564527605,computed,,not_applicable,2.01734872060228,computed,0.2641509433962264,computed,0.4959421483799815,computed,0.004979438249992696,computed,,not_applicable,42.0,42.0,0.0,random_seed_42,,30,30,30.0
dim30,13,core__pancreas__hvg2000_pca40__solar_orthogonal__random_seed_43__s43__a0__l1p00,pancreas,solar_orthogonal,core,43,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.4141274637836339,computed,0.922814667224884,computed,0.8506929465567661,computed,0.7590429290007233,computed,0.9281110291238786,computed,1.0,computed,0.2974433794279295,computed,0.8480819890519973,computed,,not_applicable,2.2460159151913723,computed,0.2692307692307693,computed,0.4959421493113041,computed,0.001129355011590616,computed,,not_applicable,43.0,43.0,0.0,random_seed_43,,30,30,30.0
dim30,14,core__pancreas__hvg2000_pca40__solar_orthogonal__random_seed_44__s44__a0__l1p00,pancreas,solar_orthogonal,core,44,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.389209379714441,computed,0.9177614450454712,computed,0.8530348564529734,computed,0.7555114180929281,computed,0.9260200618093625,computed,1.0,computed,0.304112298951782,computed,0.9227803826301109,computed,,not_applicable,2.2243709753566234,computed,0.2692307692307693,computed,0.4959421483799815,computed,0.0006310019149242674,computed,,not_applicable,44.0,44.0,0.0,random_seed_44,,30,30,30.0
dim30,15,core__simulation_1__hvg2000_pca40__solar_orthogonal__random_seed_40__s40__a0__l1p00,simulation_1,solar_orthogonal,core,40,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.4780159804746642,computed,0.9621711671352386,computed,0.9277884334157943,computed,0.7815632889591115,computed,0.9333297859708409,computed,1.0,computed,,not_applicable,1.0,computed,,not_applicable,2.070256649957476,computed,1.0,computed,0.5308207180351019,computed,0.08733687425395154,computed,,not_applicable,40.0,40.0,0.0,random_seed_40,,30,30,30.0
